Request ID,Department,Request Type,Priority,Status,Ward,Date Opened,Date Closed,Resolution Days,Resolved Within Target,Citizen Satisfaction,Assigned Team,Latitude,Longitude,Estimated Cost,Channel,Weather,Year,Month,Quarter,Priority Score,Resolution Category,Cost Category,Request Age
MSR-08567,Waste Management,Illegal Dumping,Low,Closed,Ward 1,2025-08-11,2025-08-21,10.0,Yes,4.5,Team H,43.886669,-79.593398,50.0,Phone,Cloudy,2025,August,Q3,1,Slow,Low,342
MSR-05527,Parks and Recreation,Trail Issue,Low,Closed,Ward 9,2024-03-01,2024-03-15,14.0,Yes,4.1,Team E,43.776017,-79.55552,226.46,Phone,Extreme Cold,2024,March,Q1,1,Slow,Low,870
MSR-05163,Water Services,Water Quality,Medium,Open,Ward 2,2025-03-19,,,,,Team H,43.887201,-79.634831,556.65,Web,Clear,2025,March,Q1,2,Open,Medium,487
MSR-02846,Parks and Recreation,Park Maintenance,High,Closed,Ward 2,2024-10-10,2024-10-10,0.0,Yes,3.5,Team D,43.826185,-79.530671,512.9,Email,Clear,2024,October,Q4,3,Fast,Medium,647
MSR-03846,Transportation Services,Snow Clearing,High,Open,Ward 6,2024-11-06,,,,,Team A,43.856767,-79.515058,1392.55,Phone,Extreme Cold,2024,November,Q4,3,Open,Medium,620
MSR-05777,Transportation Services,Snow Clearing,Low,Closed,Unknown,2024-03-30,2024-04-04,5.0,Yes,4.2,Team F,43.838743,-79.675747,50.0,Phone,Rain,2024,March,Q1,1,Average,Low,841
MSR-05235,By-law Enforcement,Parking Violation,Medium,Closed,Ward 3,2024-02-10,2024-02-12,2.0,Yes,3.5,Team A,43.826863,-79.562451,1100.56,Email,Clear,2024,February,Q1,2,Fast,Medium,890
MSR-01348,Transportation Services,Snow Clearing,Medium,Closed,Ward 2,2025-04-06,2025-04-08,2.0,Yes,3.0,Team E,43.882265,-79.616847,1240.4,Phone,Cloudy,2025,April,Q2,2,Fast,Medium,469
MSR-09009,Waste Management,Missed Collection,High,Closed,Ward 3,2025-06-16,2025-06-24,8.0,No,2.6,Team A,43.869149,-79.538785,1226.44,Web,Extreme Cold,2025,June,Q2,3,Slow,Medium,398
MSR-02151,Public Works,Pothole,Medium,Closed,Ward 5,2024-05-26,2024-06-01,6.0,Yes,4.1,Team C,43.799613,-79.564543,882.41,Mobile App,Snow,2024,May,Q2,2,Average,Medium,784
MSR-06797,By-law Enforcement,Animal Control,High,Closed,Ward 6,2025-04-29,2025-05-02,3.0,Yes,4.5,Team G,43.852156,-79.426966,1188.14,Email,Extreme Cold,2025,April,Q2,3,Fast,Medium,446
MSR-05369,Public Works,Road Damage,Medium,Closed,Ward 3,2025-04-03,2025-04-10,7.0,Yes,5.0,Team G,43.906329,-79.633143,50.0,Email,Clear,2025,April,Q2,2,Average,Low,472
MSR-02159,Parks and Recreation,Trail Issue,Medium,Closed,Ward 2,2024-12-30,2025-01-08,9.0,Yes,5.0,Team G,43.851384,-79.614256,942.47,Web,Cloudy,2024,December,Q4,2,Slow,Medium,566
MSR-07161,Public Works,Road Damage,Low,Closed,Ward 1,2024-01-31,2024-02-04,4.0,Yes,3.2,Team E,43.829444,-79.428595,491.61,Walk-in,Snow,2024,January,Q1,1,Average,Low,900
MSR-09238,By-law Enforcement,Animal Control,Low,Closed,Ward 2,2024-04-01,2024-04-22,21.0,No,2.9,Team F,43.78645,-79.653569,50.0,Mobile App,Extreme Cold,2024,April,Q2,1,Slow,Low,839
MSR-07479,Transportation Services,Snow Clearing,Low,In Progress,Ward 8,2025-08-13,,,,,Team G,43.800665,-79.631002,515.23,Mobile App,Rain,2025,August,Q3,1,Open,Medium,340
MSR-01697,Parks and Recreation,Trail Issue,High,Closed,Ward 1,2025-09-05,2025-09-11,6.0,No,2.7,Team A,43.807735,-79.563971,994.01,Walk-in,Clear,2025,September,Q3,3,Average,Medium,317
MSR-01732,Water Services,Low Water Pressure,Low,Closed,Unknown,2025-11-02,2025-11-16,14.0,Yes,3.6,Team C,43.832771,-79.502227,1136.61,Phone,Clear,2025,November,Q4,1,Slow,Medium,259
MSR-00682,Waste Management,Damaged Bin,Medium,In Progress,Ward 7,2025-04-12,,,,,Team G,43.773321,-79.613913,1093.64,Phone,Extreme Cold,2025,April,Q2,2,Open,Medium,463
MSR-04462,Public Works,Pothole,Medium,Closed,Ward 6,2024-08-29,2024-09-02,4.0,Yes,3.3,Team F,43.82877,-79.523397,1832.06,Walk-in,Clear,2024,August,Q3,2,Average,High,689
MSR-09627,Waste Management,Damaged Bin,Medium,In Progress,Ward 8,2024-03-07,,,,,Team F,43.918097,-79.648994,50.0,Walk-in,Snow,2024,March,Q1,2,Open,Low,864
MSR-00786,Water Services,Sewer Backup,Low,In Progress,Ward 2,2024-06-23,,,,,Team F,43.868672,-79.458197,2038.75,Email,Extreme Cold,2024,June,Q2,1,Open,High,756
MSR-00993,Waste Management,Illegal Dumping,Medium,Closed,Ward 3,2024-11-25,2024-12-08,13.0,No,1.2,Team H,43.799503,-79.540048,2015.98,Walk-in,Snow,2024,November,Q4,2,Slow,High,601
MSR-02088,Public Works,Graffiti,Medium,Closed,Ward 4,2024-01-09,2024-01-18,9.0,Yes,4.3,Team C,43.912866,-79.58875,750.82,Web,Clear,2024,January,Q1,2,Slow,Medium,922
MSR-08549,Waste Management,Missed Collection,Medium,Closed,Ward 10,2024-10-23,2024-10-26,3.0,Yes,4.2,Team C,43.916682,-79.622536,50.0,Email,Snow,2024,October,Q4,2,Fast,Low,634
MSR-00507,Water Services,Sewer Backup,Low,Closed,Ward 2,2024-09-13,2024-09-19,6.0,Yes,4.1,Team H,43.910784,-79.672272,763.45,Web,Rain,2024,September,Q3,1,Average,Medium,674
MSR-03777,Parks and Recreation,Park Maintenance,Medium,Closed,Ward 4,2024-11-21,2024-12-01,10.0,Yes,4.6,Team F,43.884209,-79.477641,1859.61,Email,Clear,2024,November,Q4,2,Slow,High,605
MSR-09642,Public Works,Pothole,Medium,Closed,Ward 8,2025-05-12,2025-05-21,9.0,Yes,2.6,Team B,43.876909,-79.563339,806.37,Phone,Cloudy,2025,May,Q2,2,Slow,Medium,433
MSR-08477,Water Services,Water Quality,Low,Closed,Ward 3,2025-04-05,2025-04-14,9.0,Yes,5.0,Team D,43.878098,-79.58203,1109.72,Phone,Clear,2025,April,Q2,1,Slow,Medium,470
MSR-06468,By-law Enforcement,Parking Violation,High,Closed,Ward 6,2024-05-02,2024-05-07,5.0,Yes,4.2,Unassigned,43.866293,-79.504561,1706.3,Phone,Extreme Cold,2024,May,Q2,3,Average,High,808
MSR-05973,By-law Enforcement,Parking Violation,High,Closed,Ward 1,2025-04-27,2025-05-02,5.0,Yes,5.0,Team E,43.855178,-79.518135,141.0,Web,Clear,2025,April,Q2,3,Average,Low,448
MSR-01781,Waste Management,Missed Collection,Medium,Open,Ward 3,2024-02-11,,,,,Team E,43.796377,-79.533484,230.82,Walk-in,Cloudy,2024,February,Q1,2,Open,Low,889
MSR-04169,Transportation Services,Streetlight Outage,Medium,Closed,Ward 8,2025-12-24,2025-12-30,6.0,Yes,4.4,Team C,43.825233,-79.434579,498.42,Phone,Rain,2025,December,Q4,2,Average,Low,207
MSR-07520,Public Works,Graffiti,Medium,Open,Ward 8,2024-08-15,,,,,Team C,43.765313,-79.454806,1315.65,Web,Cloudy,2024,August,Q3,2,Open,Medium,703
MSR-06213,Parks and Recreation,Trail Issue,Medium,Closed,Ward 5,2024-06-13,2024-06-25,12.0,No,3.1,Team E,43.767691,-79.633594,50.0,Web,Cloudy,2024,June,Q2,2,Slow,Low,766
MSR-09815,Waste Management,Recycling Issue,Medium,Closed,Ward 6,2025-06-11,2025-06-19,8.0,Yes,4.7,Team H,43.857284,-79.546107,1201.47,Phone,Clear,2025,June,Q2,2,Slow,Medium,403
MSR-03448,By-law Enforcement,Property Standards,Medium,In Progress,Ward 8,2025-10-23,,,,,Team B,43.889715,-79.588702,988.3,Walk-in,Extreme Cold,2025,October,Q4,2,Open,Medium,269
MSR-03105,Parks and Recreation,Park Maintenance,Medium,Closed,Ward 8,2024-09-24,2024-10-04,10.0,Yes,4.8,Team A,43.832855,-79.51942,601.53,Mobile App,Extreme Cold,2024,September,Q3,2,Slow,Medium,663
MSR-09459,Public Works,Road Damage,Medium,Closed,Ward 4,2025-10-28,2025-11-06,9.0,Yes,4.8,Team G,43.781136,-79.61567,1682.81,Mobile App,Clear,2025,October,Q4,2,Slow,High,264
MSR-07358,By-law Enforcement,Property Standards,Low,Closed,Ward 6,2024-07-08,2024-07-25,17.0,No,2.2,Team C,43.912777,-79.63923,523.99,Mobile App,Snow,2024,July,Q3,1,Slow,Medium,741
MSR-01989,Parks and Recreation,Trail Issue,Low,Closed,Ward 2,2025-08-21,2025-08-31,10.0,Yes,3.1,Team H,43.887768,-79.600978,815.84,Phone,Extreme Cold,2025,August,Q3,1,Slow,Medium,332
MSR-03506,Transportation Services,Traffic Signal Issue,Medium,In Progress,Ward 6,2024-02-14,,,,,Team E,43.802118,-79.486445,465.69,Walk-in,Snow,2024,February,Q1,2,Open,Low,886
MSR-00004,Public Works,Graffiti,Low,Closed,Ward 10,2025-01-05,2025-01-18,13.0,Yes,3.1,Team E,43.767332,-79.620746,412.33,Web,Rain,2025,January,Q1,1,Slow,Low,560
MSR-06940,By-law Enforcement,Animal Control,Medium,Closed,Ward 5,2024-01-19,2024-01-30,11.0,No,3.0,Team B,43.882938,-79.608333,799.51,Phone,Rain,2024,January,Q1,2,Slow,Medium,912
MSR-05551,Water Services,Water Leak,Medium,Closed,Ward 9,2024-10-17,2024-10-22,5.0,Yes,5.0,Team H,43.769766,-79.42965,561.03,Walk-in,Rain,2024,October,Q4,2,Average,Medium,640
MSR-09956,Transportation Services,Traffic Signal Issue,Medium,Open,Ward 5,2024-12-03,,,,,Team A,43.768074,-79.672272,312.04,Email,Extreme Cold,2024,December,Q4,2,Open,Low,593
MSR-08343,Water Services,Water Leak,Medium,Closed,Ward 1,2024-12-08,2024-12-21,13.0,No,4.2,Team E,43.886268,-79.662026,1747.57,Mobile App,Extreme Cold,2024,December,Q4,2,Slow,High,588
MSR-07048,Public Works,Road Damage,Medium,Closed,Ward 3,2025-10-23,2025-10-28,5.0,Yes,4.0,Team G,43.823959,-79.61833,218.52,Email,Clear,2025,October,Q4,2,Average,Low,269
MSR-06303,Water Services,Sewer Backup,Low,Closed,Ward 2,2025-10-20,2025-10-28,8.0,Yes,3.9,Team F,43.915499,-79.624811,1078.42,Email,Rain,2025,October,Q4,1,Slow,Medium,272
MSR-00853,Public Works,Sidewalk Repair,Low,Closed,Ward 1,2025-10-11,2025-10-18,7.0,Yes,3.7,Team H,43.853815,-79.45325,923.68,Phone,Cloudy,2025,October,Q4,1,Average,Medium,281
MSR-07800,Water Services,Water Leak,Medium,In Progress,Ward 8,2025-09-24,,,,,Team C,43.891381,-79.672505,2491.42,Walk-in,Snow,2025,September,Q3,2,Open,High,298
MSR-07781,By-law Enforcement,Noise Complaint,Critical,Closed,Ward 4,2025-05-20,2025-05-22,2.0,Yes,5.0,Team C,43.818089,-79.60993,1701.21,Phone,Cloudy,2025,May,Q2,4,Fast,High,425
MSR-09399,Transportation Services,Traffic Signal Issue,Low,Closed,Ward 3,2025-09-02,2025-09-02,0.0,Yes,4.7,Team D,43.8948,-79.585518,712.64,Mobile App,Rain,2025,September,Q3,1,Fast,Medium,320
MSR-01838,Parks and Recreation,Playground Repair,Medium,In Progress,Ward 5,2025-02-24,,,,,Team G,43.847765,-79.549945,1402.81,Phone,Extreme Cold,2025,February,Q1,2,Open,Medium,510
MSR-05936,Transportation Services,Snow Clearing,Medium,Open,Ward 2,2025-01-25,,,,,Team A,43.786263,-79.676113,675.81,Phone,Clear,2025,January,Q1,2,Open,Medium,540
MSR-03270,Parks and Recreation,Playground Repair,Low,Closed,Ward 8,2025-12-27,2025-12-28,1.0,Yes,3.1,Team D,43.893142,-79.641277,699.94,Web,Extreme Cold,2025,December,Q4,1,Fast,Medium,204
MSR-01345,Water Services,Sewer Backup,Medium,Closed,Ward 9,2024-02-19,2024-02-22,3.0,Yes,4.3,Team C,43.89104,-79.636111,2301.02,Mobile App,Rain,2024,February,Q1,2,Fast,High,881
MSR-04409,Water Services,Sewer Backup,High,Closed,Ward 4,2025-12-27,2025-12-29,2.0,Yes,3.6,Team G,43.88821,-79.491305,855.31,Email,Cloudy,2025,December,Q4,3,Fast,Medium,204
MSR-09714,By-law Enforcement,Animal Control,Low,Closed,Ward 5,2024-04-05,2024-04-13,8.0,Yes,3.4,Team F,43.872008,-79.507675,1723.24,Web,Snow,2024,April,Q2,1,Slow,High,835
MSR-01324,Water Services,Low Water Pressure,Medium,In Progress,Ward 3,2024-09-21,,,,,Team H,43.82323,-79.640652,375.95,Walk-in,Extreme Cold,2024,September,Q3,2,Open,Low,666
MSR-00166,By-law Enforcement,Animal Control,Critical,Closed,Ward 3,2025-02-01,2025-02-02,1.0,Yes,4.1,Team F,43.863473,-79.440221,1254.16,Web,Extreme Cold,2025,February,Q1,4,Fast,Medium,533
MSR-04217,Public Works,Road Damage,Low,Closed,Ward 9,2024-05-03,2024-05-07,4.0,Yes,4.3,Team B,43.799933,-79.493227,225.73,Web,Extreme Cold,2024,May,Q2,1,Average,Low,807
MSR-08253,Parks and Recreation,Tree Damage,Medium,Open,Ward 6,2025-11-06,,,,,Team B,43.76521,-79.528462,1659.16,Web,Snow,2025,November,Q4,2,Open,High,255
MSR-08270,Parks and Recreation,Tree Damage,Critical,Closed,Ward 6,2025-10-28,2025-10-29,1.0,Yes,4.0,Team E,43.856073,-79.505249,537.98,Phone,Snow,2025,October,Q4,4,Fast,Medium,264
MSR-00642,Transportation Services,Road Sign Damage,Low,Closed,Ward 1,2025-06-17,2025-07-02,15.0,Yes,4.3,Team D,43.890034,-79.484857,250.08,Mobile App,Snow,2025,June,Q2,1,Slow,Low,397
MSR-04449,Transportation Services,Traffic Signal Issue,Medium,Closed,Ward 10,2025-12-21,2025-12-30,9.0,Yes,2.6,Team C,43.798373,-79.59933,1601.72,Mobile App,Rain,2025,December,Q4,2,Slow,High,210
MSR-07088,By-law Enforcement,Animal Control,Critical,Closed,Ward 1,2024-11-09,2024-11-12,3.0,No,3.0,Team B,43.785661,-79.62491,679.71,Phone,Cloudy,2024,November,Q4,4,Fast,Medium,617
MSR-07513,Waste Management,Illegal Dumping,Low,Closed,Ward 6,2025-04-18,2025-04-25,7.0,Yes,4.5,Team H,43.919481,-79.574909,448.82,Email,Extreme Cold,2025,April,Q2,1,Average,Low,457
MSR-09870,Water Services,Sewer Backup,Medium,In Progress,Ward 5,2024-08-19,,,,,Team H,43.836101,-79.573478,620.0,Walk-in,Cloudy,2024,August,Q3,2,Open,Medium,699
MSR-04191,By-law Enforcement,Property Standards,Medium,Closed,Unknown,2024-12-22,2024-12-30,8.0,Yes,4.8,Team G,43.881027,-79.425703,890.99,Walk-in,Rain,2024,December,Q4,2,Slow,Medium,574
MSR-02139,Waste Management,Damaged Bin,High,Open,Ward 10,2024-11-06,,,,,Team B,43.872146,-79.424363,785.25,Walk-in,Clear,2024,November,Q4,3,Open,Medium,620
MSR-06622,Water Services,Water Quality,Medium,Closed,Ward 4,2024-03-25,2024-04-01,7.0,Yes,4.1,Team H,43.830417,-79.59024,602.65,Mobile App,Rain,2024,March,Q1,2,Average,Medium,846
MSR-04109,Public Works,Pothole,Low,Closed,Ward 2,2024-12-15,2024-12-16,1.0,Yes,2.4,Team E,43.863269,-79.54797,1370.02,Web,Snow,2024,December,Q4,1,Fast,Medium,581
MSR-00331,By-law Enforcement,Animal Control,Medium,Closed,Ward 6,2025-12-23,2025-12-28,5.0,Yes,4.3,Team C,43.898213,-79.649038,982.97,Web,Rain,2025,December,Q4,2,Average,Medium,208
MSR-08058,Waste Management,Damaged Bin,Medium,Closed,Ward 10,2025-07-31,2025-08-08,8.0,Yes,4.1,Team D,43.885441,-79.488063,873.25,Mobile App,Cloudy,2025,July,Q3,2,Slow,Medium,353
MSR-07841,Parks and Recreation,Trail Issue,Medium,Closed,Ward 2,2024-09-10,2024-09-22,12.0,No,2.6,Team E,43.795143,-79.655839,895.11,Web,Extreme Cold,2024,September,Q3,2,Slow,Medium,677
MSR-01090,Transportation Services,Streetlight Outage,Low,Closed,Ward 10,2025-07-30,2025-08-15,16.0,No,3.6,Team F,43.887094,-79.568207,954.13,Walk-in,Clear,2025,July,Q3,1,Slow,Medium,354
MSR-08680,Transportation Services,Snow Clearing,Medium,Closed,Ward 1,2024-01-17,2024-01-23,6.0,Yes,4.4,Team E,43.839844,-79.618416,522.32,Phone,Clear,2024,January,Q1,2,Average,Medium,914
MSR-09008,Water Services,Water Leak,Low,Closed,Ward 10,2024-07-11,2024-07-21,10.0,Yes,4.2,Team C,43.866638,-79.601394,1361.49,Web,Cloudy,2024,July,Q3,1,Slow,Medium,738
MSR-05600,Water Services,Water Leak,Medium,Closed,Ward 9,2025-11-27,2025-12-02,5.0,Yes,4.6,Team E,43.846555,-79.605388,50.0,Mobile App,Rain,2025,November,Q4,2,Average,Low,234
MSR-04019,Water Services,Sewer Backup,Medium,Closed,Ward 2,2024-07-14,2024-07-23,9.0,Yes,3.9,Team E,43.907675,-79.587237,262.67,Walk-in,Snow,2024,July,Q3,2,Slow,Low,735
MSR-02045,Public Works,Sidewalk Repair,Medium,Closed,Ward 5,2024-03-31,2024-04-12,12.0,No,3.3,Team A,43.882645,-79.510547,1068.5,Web,Clear,2024,March,Q1,2,Slow,Medium,840
MSR-03097,Public Works,Road Damage,Medium,Closed,Ward 2,2025-06-14,2025-06-19,5.0,Yes,4.7,Team F,43.851568,-79.563601,244.74,Phone,Extreme Cold,2025,June,Q2,2,Average,Low,400
MSR-02657,Waste Management,Damaged Bin,Low,Open,Ward 6,2025-07-02,,,,,Team F,43.915396,-79.575616,1448.76,Web,Extreme Cold,2025,July,Q3,1,Open,Medium,382
MSR-03253,Waste Management,Damaged Bin,Medium,Open,Ward 10,2025-07-12,,,,,Team C,43.86778,-79.424732,1415.66,Walk-in,Rain,2025,July,Q3,2,Open,Medium,372
MSR-02947,Parks and Recreation,Trail Issue,High,Closed,Ward 3,2024-05-10,2024-05-16,6.0,No,1.8,Team B,43.904472,-79.478817,1724.33,Web,Clear,2024,May,Q2,3,Average,High,800
MSR-06847,Transportation Services,Snow Clearing,Medium,Open,Ward 3,2025-02-15,,,,,Team C,43.894384,-79.65261,1015.99,Phone,Snow,2025,February,Q1,2,Open,Medium,519
MSR-06199,Transportation Services,Snow Clearing,Low,Closed,Ward 3,2025-12-02,2025-12-07,5.0,Yes,4.8,Team B,43.783651,-79.457675,888.03,Mobile App,Snow,2025,December,Q4,1,Average,Medium,229
MSR-09830,Water Services,Water Leak,Low,Closed,Ward 9,2024-08-04,2024-08-05,1.0,Yes,3.0,Team H,43.847338,-79.620761,2069.68,Phone,Clear,2024,August,Q3,1,Fast,High,714
MSR-03797,Waste Management,Illegal Dumping,High,Closed,Ward 5,2025-07-31,2025-08-02,2.0,Yes,3.1,Team D,43.882985,-79.564349,514.07,Phone,Snow,2025,July,Q3,3,Fast,Medium,353
MSR-06160,Water Services,Water Leak,High,Closed,Ward 3,2025-05-31,2025-06-03,3.0,Yes,2.8,Team C,43.876738,-79.591197,810.29,Mobile App,Cloudy,2025,May,Q2,3,Fast,Medium,414
MSR-02108,Transportation Services,Snow Clearing,Medium,Closed,Ward 4,2024-10-24,2024-11-02,9.0,Yes,4.6,Team A,43.811095,-79.591588,1242.04,Walk-in,Rain,2024,October,Q4,2,Slow,Medium,633
MSR-08245,Water Services,Water Quality,Low,Closed,Ward 5,2025-06-02,2025-06-03,1.0,Yes,3.7,Team C,43.809533,-79.460531,722.98,Phone,Snow,2025,June,Q2,1,Fast,Medium,412
MSR-09074,Water Services,Water Leak,Low,Closed,Ward 8,2025-08-08,2025-08-08,0.0,Yes,3.7,Team D,43.875671,-79.524473,301.06,Phone,Extreme Cold,2025,August,Q3,1,Fast,Low,345
MSR-04532,Public Works,Road Damage,Low,Closed,Ward 1,2025-08-27,2025-09-11,15.0,Yes,4.3,Team A,43.79592,-79.451602,1043.83,Mobile App,Snow,2025,August,Q3,1,Slow,Medium,326
MSR-02455,Public Works,Road Damage,Medium,Closed,Ward 4,2024-12-14,2024-12-24,10.0,Yes,5.0,Team E,43.822445,-79.6712,50.0,Walk-in,Cloudy,2024,December,Q4,2,Slow,Low,582
MSR-03905,Parks and Recreation,Park Maintenance,Low,Open,Ward 10,2024-02-13,,,,,Team B,43.80989,-79.427182,1216.2,Email,Clear,2024,February,Q1,1,Open,Medium,887
MSR-02447,Public Works,Sidewalk Repair,High,In Progress,Ward 1,2025-02-27,,,,,Team G,43.892431,-79.499999,322.66,Walk-in,Extreme Cold,2025,February,Q1,3,Open,Low,507
MSR-02876,Parks and Recreation,Tree Damage,Critical,Open,Ward 4,2024-09-22,,,,,Team C,43.829427,-79.497338,50.0,Email,Snow,2024,September,Q3,4,Open,Low,665
MSR-05706,Water Services,Water Leak,Medium,Closed,Ward 4,2025-03-07,2025-03-12,5.0,Yes,5.0,Team H,43.914307,-79.472209,1463.64,Web,Snow,2025,March,Q1,2,Average,Medium,499
MSR-07288,Parks and Recreation,Tree Damage,Low,Closed,Ward 2,2025-01-03,2025-01-13,10.0,Yes,5.0,Team C,43.85765,-79.62789,1620.28,Mobile App,Clear,2025,January,Q1,1,Slow,High,562
MSR-00562,By-law Enforcement,Noise Complaint,Medium,In Progress,Ward 8,2025-04-13,,,,,Team B,43.914024,-79.483501,50.0,Walk-in,Extreme Cold,2025,April,Q2,2,Open,Low,462
MSR-07115,Transportation Services,Snow Clearing,High,Open,Ward 5,2024-02-05,,,,,Team D,43.824163,-79.673641,1198.54,Web,Cloudy,2024,February,Q1,3,Open,Medium,895
MSR-03668,Waste Management,Recycling Issue,Medium,In Progress,Ward 7,2024-11-11,,,,,Team E,43.906006,-79.482582,623.14,Phone,Cloudy,2024,November,Q4,2,Open,Medium,615
MSR-05747,Waste Management,Recycling Issue,Medium,Open,Ward 5,2024-02-04,,,,,Team A,43.835426,-79.651407,845.3,Mobile App,Snow,2024,February,Q1,2,Open,Medium,896
MSR-00134,By-law Enforcement,Parking Violation,Medium,Closed,Ward 6,2025-02-12,2025-02-22,10.0,Yes,4.6,Team H,43.849864,-79.59703,1272.74,Web,Snow,2025,February,Q1,2,Slow,Medium,522
MSR-07982,Public Works,Graffiti,Medium,Closed,Ward 2,2024-05-09,2024-05-12,3.0,Yes,3.0,Team B,43.77834,-79.588116,376.95,Email,Cloudy,2024,May,Q2,2,Fast,Low,801
MSR-00053,Transportation Services,Snow Clearing,Medium,Closed,Ward 9,2025-09-03,2025-09-09,6.0,Yes,4.4,Team C,43.791059,-79.620854,893.45,Mobile App,Clear,2025,September,Q3,2,Average,Medium,319
MSR-06921,Waste Management,Damaged Bin,Critical,Open,Ward 6,2025-10-07,,,,,Team G,43.88467,-79.43243,304.43,Mobile App,Snow,2025,October,Q4,4,Open,Low,285
MSR-03722,Parks and Recreation,Playground Repair,Medium,Closed,Ward 5,2024-08-20,2024-08-29,9.0,Yes,3.4,Team H,43.827349,-79.634075,897.21,Web,Clear,2024,August,Q3,2,Slow,Medium,698
MSR-05238,Parks and Recreation,Trail Issue,High,In Progress,Ward 7,2025-03-25,,,,,Team D,43.832899,-79.676831,264.17,Email,Rain,2025,March,Q1,3,Open,Low,481
MSR-04777,Waste Management,Missed Collection,Low,Closed,Ward 9,2025-07-24,2025-08-05,12.0,Yes,4.9,Team E,43.764488,-79.618743,1066.45,Walk-in,Cloudy,2025,July,Q3,1,Slow,Medium,360
MSR-02515,Transportation Services,Road Sign Damage,Low,Closed,Ward 1,2024-05-07,2024-05-16,9.0,Yes,3.7,Team G,43.893345,-79.511267,1510.21,Email,Rain,2024,May,Q2,1,Slow,High,803
MSR-08996,Public Works,Road Damage,High,Closed,Ward 7,2024-07-29,2024-08-04,6.0,No,3.1,Team F,43.801142,-79.539934,931.75,Walk-in,Clear,2024,July,Q3,3,Average,Medium,720
MSR-08155,Public Works,Road Damage,Low,Closed,Ward 6,2025-05-11,2025-05-27,16.0,No,2.6,Team B,43.7671,-79.512435,50.0,Phone,Cloudy,2025,May,Q2,1,Slow,Low,434
MSR-08013,Waste Management,Recycling Issue,Low,Open,Ward 4,2025-10-16,,,,,Team C,43.793002,-79.605266,1113.05,Mobile App,Clear,2025,October,Q4,1,Open,Medium,276
MSR-09091,Parks and Recreation,Trail Issue,Medium,Closed,Ward 5,2024-05-16,2024-05-16,0.0,Yes,4.6,Team A,43.812622,-79.490214,964.16,Phone,Rain,2024,May,Q2,2,Fast,Medium,794
MSR-04938,Public Works,Pothole,Medium,Closed,Ward 9,2024-02-15,2024-02-20,5.0,Yes,3.8,Team E,43.885745,-79.461092,1247.67,Walk-in,Extreme Cold,2024,February,Q1,2,Average,Medium,885
MSR-01775,Water Services,Water Leak,Critical,Closed,Ward 1,2025-09-29,2025-09-30,1.0,Yes,5.0,Team A,43.784621,-79.624838,717.68,Mobile App,Clear,2025,September,Q3,4,Fast,Medium,293
MSR-01040,Parks and Recreation,Park Maintenance,Low,Closed,Ward 2,2024-01-04,2024-01-11,7.0,Yes,3.1,Team G,43.793635,-79.493585,1223.15,Mobile App,Extreme Cold,2024,January,Q1,1,Average,Medium,927
MSR-02283,Waste Management,Recycling Issue,Low,Closed,Ward 1,2024-07-11,2024-07-22,11.0,Yes,4.4,Team F,43.802854,-79.553302,572.44,Web,Extreme Cold,2024,July,Q3,1,Slow,Medium,738
MSR-02870,Parks and Recreation,Trail Issue,Medium,Closed,Ward 1,2025-01-01,2025-01-07,6.0,Yes,2.9,Team A,43.789712,-79.50331,828.07,Phone,Cloudy,2025,January,Q1,2,Average,Medium,564
MSR-06824,Parks and Recreation,Trail Issue,Medium,Closed,Ward 8,2025-12-30,2026-01-05,6.0,Yes,3.8,Team H,43.813679,-79.549536,960.45,Phone,Clear,2025,December,Q4,2,Average,Medium,201
MSR-04305,Parks and Recreation,Tree Damage,Medium,In Progress,Ward 8,2024-05-03,,,,,Team D,43.884704,-79.496217,878.65,Walk-in,Rain,2024,May,Q2,2,Open,Medium,807
MSR-02615,Transportation Services,Snow Clearing,Critical,Closed,Ward 8,2024-05-20,2024-05-21,1.0,Yes,4.5,Team D,43.815417,-79.449806,50.0,Walk-in,Rain,2024,May,Q2,4,Fast,Low,790
MSR-01119,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 8,2024-06-08,2024-06-16,8.0,Yes,3.7,Team H,43.857435,-79.58453,988.26,Phone,Clear,2024,June,Q2,2,Slow,Medium,771
MSR-06490,Transportation Services,Snow Clearing,Medium,Closed,Ward 9,2025-01-07,2025-01-10,3.0,Yes,4.9,Team A,43.808076,-79.506839,50.0,Web,Clear,2025,January,Q1,2,Fast,Low,558
MSR-09156,Water Services,Sewer Backup,Medium,Closed,Ward 7,2025-07-25,2025-07-31,6.0,Yes,4.0,Team C,43.888251,-79.562174,143.64,Email,Snow,2025,July,Q3,2,Average,Low,359
MSR-01347,Transportation Services,Road Sign Damage,Medium,Closed,Ward 3,2024-07-20,2024-07-27,7.0,Yes,3.9,Team E,43.782391,-79.629677,2440.94,Walk-in,Extreme Cold,2024,July,Q3,2,Average,High,729
MSR-07298,By-law Enforcement,Animal Control,Medium,Closed,Ward 9,2024-07-06,2024-07-10,4.0,Yes,4.2,Team C,43.871454,-79.47666,1246.99,Walk-in,Cloudy,2024,July,Q3,2,Average,Medium,743
MSR-09104,Waste Management,Damaged Bin,Medium,Closed,Unknown,2025-12-13,2025-12-17,4.0,Yes,4.4,Team F,43.886736,-79.465025,901.24,Phone,Rain,2025,December,Q4,2,Average,Medium,218
